call_duration_sec,caller_risk_score,is_international_origin,time_of_day_hour,script_similarity_max,urgency_phrase_count,caller_complaint_count,callee_age_group,call_count_from_number_24h,spoofing_indicator,is_scam
147,0.77,0,16,0.22,6,8,55-65,18,0.3,1
32,0.64,0,13,0.59,0,2,55-65,21,0.31,0
470,0.04,1,10,0.51,2,1,18-25,5,0.3,0
613,0.05,0,11,0.19,0,0,18-25,4,0.1,0
275,0.36,1,21,0.69,8,4,55-65,344,0.6,1
14,0.15,1,19,0.42,1,1,18-25,2,0.06,0
34,0.54,0,22,0.45,0,1,18-25,9,0.29,0
446,0.51,0,12,0.8,4,5,65+,21,0.52,1
8,0.42,0,2,0.23,0,3,55-65,1,0.14,0
383,0.05,0,14,0.32,0,0,26-35,1,0.29,0
26,0.31,0,17,0.39,0,2,65+,14,0.15,0
12,0.23,0,13,0.48,1,1,46-55,8,0.48,0
91,0.09,0,20,0.11,0,2,26-35,2,0.03,0
106,0.2,0,20,0.16,1,5,18-25,4,0.16,0
89,0.3,0,23,0.17,0,1,65+,6,0.28,0
121,0.13,0,0,0.36,0,2,26-35,5,0.52,0
98,0.36,0,13,0.07,0,1,36-45,10,0.52,0
30,0.24,0,8,0.26,0,1,55-65,2,0.05,0
1410,0.62,1,9,0.78,2,8,55-65,54,0.4,1
64,0.31,0,16,0.11,1,2,26-35,13,0.22,0
252,0.11,0,19,0.18,0,2,36-45,5,0.5,0
96,0.23,0,16,0.71,0,3,26-35,2,0.31,0
134,0.68,0,13,0.5,8,7,46-55,123,0.77,1
35,0.17,1,1,0.42,0,2,55-65,1,0.44,0
203,0.24,0,6,0.42,0,2,18-25,2,0.65,0
212,0.22,0,3,0.21,0,2,18-25,13,0.66,0
25,0.42,0,15,0.18,1,3,46-55,7,0.36,0
49,0.06,0,17,0.62,1,3,55-65,12,0.44,0
182,0.3,0,16,0.28,0,2,36-45,3,0.34,0
69,0.13,0,14,0.33,0,1,26-35,1,0.32,0
441,0.69,1,13,0.56,13,7,18-25,28,0.5,1
210,0.17,0,4,0.44,1,9,46-55,16,0.49,0
148,0.01,0,20,0.25,0,0,55-65,4,0.24,0
244,0.25,0,4,0.07,2,1,36-45,1,0.29,0
102,0.11,0,12,0.72,3,1,36-45,7,0.32,0
80,0.26,0,23,0.22,2,1,26-35,1,0.18,0
158,0.17,0,12,0.3,0,1,26-35,2,0.36,0
121,0.58,0,10,0.05,7,10,36-45,77,0.17,1
21,0.32,0,17,0.15,0,0,55-65,19,0.46,0
222,0.13,0,12,0.24,0,1,36-45,3,0.38,0
170,0.16,0,13,0.35,0,5,36-45,2,0.75,0
1406,0.79,1,16,0.44,7,5,36-45,326,0.69,1
10,0.23,0,5,0.26,0,0,26-35,10,0.11,0
162,0.16,0,4,0.29,0,0,18-25,1,0.15,0
356,0.13,1,14,0.67,8,9,26-35,87,0.62,0
1264,0.73,0,15,0.57,6,8,18-25,16,0.34,1
163,0.38,0,20,0.17,1,2,55-65,8,0.46,0
59,0.04,0,11,0.44,0,1,26-35,18,0.13,0
23,0.34,0,22,0.43,0,2,65+,6,0.43,0
30,0.11,0,18,0.79,2,0,26-35,12,0.29,0
370,0.61,1,12,0.61,5,8,65+,16,0.65,1
1737,0.74,1,9,0.64,5,6,46-55,94,0.55,1
211,0.65,0,13,0.17,8,3,26-35,19,0.33,1
37,0.31,0,15,0.27,1,2,26-35,5,0.47,0
62,0.77,1,9,0.56,6,7,55-65,79,0.43,1
2546,0.55,1,9,0.82,5,7,65+,36,0.49,1
429,0.78,0,21,0.97,1,7,46-55,23,0.69,1
512,0.73,0,3,0.83,4,8,55-65,20,0.52,1
26,0.19,0,6,0.5,0,0,26-35,2,0.48,0
157,0.07,0,7,0.25,0,0,36-45,5,0.39,0
4057,0.61,0,15,0.64,6,6,55-65,194,0.92,1
891,0.25,1,2,0.24,0,2,36-45,8,0.36,0
807,0.82,0,7,0.89,6,6,65+,13,0.89,1
1916,0.8,1,13,0.82,9,8,46-55,115,0.6,1
85,0.19,1,12,0.11,0,2,18-25,18,0.11,0
145,0.49,1,4,0.86,7,5,46-55,12,0.25,1
199,0.25,0,20,0.5,0,1,26-35,10,0.39,0
315,0.68,1,2,0.89,7,3,36-45,75,0.69,1
44,0.36,0,14,0.26,2,0,26-35,3,0.12,0
1034,0.14,0,23,0.11,1,0,55-65,3,0.23,0
68,0.63,0,23,0.2,2,1,65+,3,0.43,0
317,0.26,0,1,0.36,1,1,65+,1,0.1,0
162,0.28,0,20,0.31,1,0,36-45,7,0.42,0
356,0.77,0,17,0.59,4,9,46-55,164,0.46,1
885,0.19,0,18,0.2,0,4,65+,9,0.56,0
295,0.44,0,21,0.12,0,1,26-35,33,0.09,0
513,0.82,0,15,0.42,5,5,36-45,11,0.69,1
1955,0.45,0,14,0.33,5,1,55-65,13,0.18,1
173,0.11,0,18,0.4,0,0,46-55,2,0.35,0
151,0.38,1,4,0.27,0,0,46-55,7,0.18,0
246,0.5,0,7,0.87,3,7,55-65,23,0.43,1
516,0.48,0,1,0.12,1,1,36-45,13,0.18,1
14,0.36,0,15,0.41,0,1,65+,6,0.18,0
26,0.1,0,21,0.17,0,2,36-45,12,0.67,0
34,0.38,0,23,0.31,0,2,46-55,2,0.26,0
158,0.46,0,11,0.18,0,1,26-35,5,0.06,0
212,0.83,1,11,0.51,10,7,46-55,128,0.91,1
27,0.32,0,17,0.11,0,0,36-45,2,0.63,0
394,0.83,1,8,0.63,6,7,46-55,15,0.74,1
326,0.16,0,23,0.07,2,1,18-25,12,0.47,0
415,0.96,0,1,0.84,5,16,55-65,192,0.86,1
53,0.15,0,7,0.08,1,1,55-65,7,0.18,0
470,0.79,1,13,0.7,2,6,46-55,55,0.79,1
137,0.75,0,9,0.7,7,5,65+,25,0.78,1
49,0.19,1,19,0.18,2,1,65+,7,0.18,1
553,0.52,0,19,0.6,1,1,46-55,12,0.42,0
58,0.3,0,0,0.38,0,0,18-25,2,0.18,0
9,0.38,0,10,0.04,1,0,26-35,3,0.62,0
214,0.18,0,23,0.43,1,0,36-45,4,0.6,0
321,0.47,0,19,0.68,1,7,46-55,48,0.28,0
27,0.06,0,2,0.43,0,2,18-25,1,0.32,0
243,0.3,0,3,0.01,0,3,36-45,6,0.12,0
744,0.58,1,14,0.77,8,11,26-35,97,0.58,1
679,0.75,1,14,0.83,6,9,26-35,44,0.6,1
430,0.05,0,17,0.34,1,3,36-45,1,0.12,0
3133,0.22,0,13,0.36,2,1,36-45,2,0.19,0
3323,0.53,0,10,0.63,10,5,36-45,53,0.7,1
180,0.14,0,2,0.18,0,1,46-55,3,0.31,0
64,0.44,0,3,0.28,1,0,46-55,1,0.3,0
178,0.51,0,13,0.64,1,0,46-55,16,0.26,0
64,0.36,0,3,0.47,1,3,36-45,2,0.13,0
469,0.06,0,14,0.38,2,0,26-35,6,0.15,0
11,0.43,0,16,0.36,0,0,55-65,3,0.25,0
152,0.3,1,7,0.21,3,1,36-45,1,0.48,0
75,0.51,0,7,0.35,1,0,46-55,12,0.23,0
135,0.13,0,15,0.31,1,0,36-45,7,0.37,0
650,0.9,1,9,0.32,6,9,55-65,43,0.29,1
76,0.36,0,1,0.19,1,1,46-55,3,0.23,0
171,0.21,1,11,0.51,0,2,36-45,1,0.31,0
1683,0.74,1,8,0.73,4,7,36-45,32,0.94,1
61,0.4,0,20,0.23,0,1,18-25,4,0.37,0
28,0.26,0,0,0.14,1,1,65+,5,0.33,0
22,0.41,0,20,0.25,2,1,36-45,6,0.3,0
105,0.08,0,7,0.47,1,2,55-65,7,0.27,0
29,0.24,0,19,0.31,0,0,18-25,3,0.34,0
15,0.31,0,7,0.29,0,0,55-65,5,0.4,0
93,0.35,1,16,0.74,2,8,46-55,273,0.55,1
288,0.42,0,16,0.18,0,3,36-45,7,0.59,0
740,0.58,1,22,0.35,6,5,55-65,40,0.81,1
340,0.54,0,10,0.49,0,1,26-35,3,0.36,0
155,0.36,0,4,0.36,0,0,26-35,1,0.43,0
29,0.29,0,3,0.32,0,3,36-45,10,0.07,0
872,0.75,1,7,0.56,3,11,55-65,43,0.67,1
139,0.15,0,9,0.48,0,0,55-65,20,0.3,0
201,0.58,0,7,0.09,2,2,36-45,8,0.33,0
13,0.14,0,20,0.41,1,0,36-45,28,0.08,0
663,0.47,0,5,0.69,7,8,65+,42,0.74,1
19,0.14,0,12,0.26,1,0,26-35,4,0.53,0
165,0.15,1,11,0.45,0,0,46-55,13,0.26,0
21,0.1,0,18,0.31,0,0,46-55,5,0.13,0
223,0.74,0,10,0.36,13,9,36-45,11,0.59,0
30,0.13,0,13,0.17,0,2,26-35,4,0.24,0
29,0.11,0,9,0.57,0,2,36-45,8,0.07,0
492,0.86,1,14,0.78,4,11,65+,107,0.61,1
110,0.28,1,15,0.22,0,0,36-45,6,0.29,0
31,0.09,0,13,0.28,1,0,46-55,5,0.54,0
715,0.78,1,0,0.93,14,4,55-65,160,0.57,1
1019,0.61,1,12,0.67,8,6,18-25,18,0.35,1
59,0.45,0,10,0.38,1,0,36-45,11,0.47,0
29,0.01,0,2,0.34,0,1,55-65,3,0.21,0
865,0.24,0,20,0.48,0,0,36-45,1,0.55,0
18,0.09,0,15,0.19,2,2,55-65,9,0.48,0
243,0.76,0,6,0.79,3,9,18-25,167,0.87,1
140,0.11,1,19,0.45,0,2,26-35,5,0.41,0
1209,0.52,1,20,0.55,7,8,46-55,25,0.31,1
194,0.52,1,11,0.45,3,5,46-55,125,0.59,1
285,0.14,0,9,0.12,1,4,18-25,9,0.59,0
1108,0.88,1,14,0.89,5,8,65+,56,0.66,1
958,0.52,0,9,0.78,13,9,65+,52,0.3,1
629,0.46,1,16,0.2,1,2,55-65,5,0.39,0
1206,0.5,1,15,0.61,4,13,55-65,22,0.77,1
80,0.61,0,1,0.41,0,1,36-45,12,0.44,0
565,0.3,1,8,0.66,9,4,65+,38,0.76,1
42,0.44,0,21,0.06,1,1,18-25,12,0.21,0
418,0.47,0,17,0.3,1,2,46-55,5,0.12,0
262,0.14,1,19,0.09,1,1,36-45,14,0.28,1
5,0.07,0,3,0.21,3,2,46-55,2,0.35,0
128,0.38,1,13,0.55,0,0,36-45,14,0.59,0
29,0.18,1,5,0.71,1,2,18-25,3,0.48,0
1402,0.8,1,10,0.68,7,5,46-55,48,0.82,1
349,0.85,0,16,0.47,6,12,26-35,40,0.65,1
47,0.2,0,7,0.31,1,0,36-45,1,0.25,0
179,0.19,0,2,0.16,1,2,36-45,16,0.14,0
116,0.6,1,11,0.89,6,8,55-65,19,0.82,1
22,0.15,0,12,0.54,0,3,46-55,6,0.29,0
86,0.48,1,20,0.36,1,1,55-65,98,0.64,0
433,0.78,1,12,0.86,7,8,46-55,22,0.6,1
1786,0.72,0,12,0.49,6,11,65+,288,0.58,1
817,0.15,0,10,0.15,0,1,55-65,14,0.16,0
2524,0.82,1,10,0.79,3,13,36-45,22,0.6,1
49,0.22,0,3,0.47,1,1,26-35,2,0.11,0
125,0.3,0,5,0.18,2,1,55-65,1,0.29,0
5,0.68,0,12,0.65,2,7,55-65,19,0.2,0
84,0.28,1,8,0.24,1,2,65+,4,0.19,0
166,0.51,0,15,0.54,2,1,36-45,3,0.23,0
3522,0.82,1,20,0.48,5,10,65+,150,0.77,1
376,0.84,0,8,0.67,5,8,65+,166,0.59,1
36,0.06,0,12,0.35,1,3,46-55,13,0.08,0
223,0.38,0,3,0.61,2,2,26-35,2,0.5,0
160,0.32,0,10,0.29,0,5,18-25,1,0.29,0
236,0.08,0,15,0.51,0,3,55-65,16,0.17,0
331,0.37,0,20,0.5,2,0,46-55,36,0.54,0
26,0.19,1,15,0.16,1,1,26-35,3,0.36,1
187,0.31,0,7,0.29,0,0,36-45,3,0.71,0
70,0.32,0,7,0.21,1,3,46-55,73,0.55,1
89,0.21,0,22,0.15,2,1,65+,7,0.21,0
136,0.14,0,9,0.12,2,0,26-35,8,0.21,0
188,0.31,1,17,0.8,3,0,55-65,261,0.45,0
208,0.46,0,14,0.32,2,0,55-65,4,0.08,0
62,0.09,0,11,0.36,1,3,26-35,3,0.36,0
437,0.09,0,3,0.33,0,1,36-45,2,0.14,0
176,0.55,1,6,0.75,8,11,65+,71,0.52,1
410,0.61,1,12,0.71,7,8,46-55,6,0.84,1
126,0.06,0,6,0.17,1,0,18-25,11,0.22,0
346,0.49,1,17,0.74,4,13,36-45,52,0.83,1
124,0.22,1,6,0.07,1,0,55-65,1,0.39,0
735,0.45,0,6,0.32,1,2,18-25,2,0.11,0
554,0.89,0,13,0.79,12,11,46-55,69,0.23,1
127,0.28,0,13,0.11,0,0,55-65,11,0.21,0
276,0.5,0,12,0.1,3,6,36-45,4,0.27,0
536,0.14,0,15,0.39,0,0,18-25,1,0.09,0
302,0.29,0,3,0.06,4,1,55-65,9,0.46,0
2718,0.63,0,7,0.39,5,7,26-35,117,0.69,1
35,0.51,0,7,0.31,0,0,55-65,4,0.49,0
82,0.24,0,3,0.36,0,2,36-45,2,0.15,0
113,0.25,0,15,0.19,0,2,46-55,2,0.26,0
12,0.69,0,22,0.12,0,2,18-25,2,0.11,0
23,0.31,1,5,0.47,0,2,26-35,3,0.11,0
20,0.48,0,16,0.36,0,1,18-25,7,0.26,0
253,0.36,0,17,0.55,1,1,36-45,5,0.51,0
136,0.68,1,7,0.6,9,7,26-35,48,0.64,1
114,0.19,0,19,0.45,0,1,26-35,9,0.41,0
303,0.55,0,14,0.75,4,11,55-65,12,0.91,1
84,0.21,0,23,0.05,0,1,55-65,5,0.33,0
214,0.11,1,16,0.38,0,0,26-35,1,0.34,0
117,0.15,0,21,0.52,2,1,46-55,3,0.04,0
28,0.32,0,0,0.11,2,0,18-25,3,0.31,0
13,0.22,0,20,0.5,0,0,46-55,3,0.33,0
2596,0.77,0,8,0.53,8,15,46-55,26,0.78,1
125,0.2,0,8,0.17,2,4,36-45,4,0.59,0
12,0.21,0,2,0.2,1,1,18-25,5,0.29,0
58,0.63,1,12,0.21,2,11,65+,8,0.52,1
87,0.22,0,1,0.33,1,1,46-55,7,0.01,0
764,0.77,1,11,0.46,6,8,65+,102,0.76,1
883,0.38,1,21,0.89,13,6,55-65,30,0.4,1
28,0.22,0,19,0.29,0,0,18-25,4,0.22,0
526,0.85,0,10,0.71,7,7,65+,32,0.55,1
29,0.14,0,12,0.39,1,0,18-25,7,0.41,0
80,0.22,0,8,0.13,1,2,65+,6,0.29,0
10,0.39,0,6,0.36,2,1,46-55,3,0.2,0
296,0.62,0,22,0.25,2,1,36-45,1,0.33,0
130,0.29,0,16,0.45,1,1,55-65,1,0.03,0
37,0.19,0,9,0.27,0,2,36-45,6,0.2,0
223,0.41,0,7,0.05,2,0,26-35,8,0.52,0
385,0.61,0,4,0.12,0,1,65+,6,0.25,0
891,0.69,1,8,0.53,5,10,55-65,31,0.69,1
1932,0.83,0,14,0.85,0,1,65+,19,0.69,1
17,0.18,0,15,0.21,0,0,26-35,3,0.31,0
98,0.21,1,7,0.38,0,1,36-45,27,0.28,0
178,0.83,1,10,0.39,9,5,55-65,100,0.61,1
846,0.69,0,9,0.89,6,11,65+,9,0.51,1
37,0.33,0,7,0.1,2,0,36-45,22,0.34,0
2904,0.81,0,11,0.5,4,4,46-55,36,0.71,1
97,0.24,1,4,0.22,2,2,18-25,4,0.22,0
1160,0.56,1,16,0.83,7,7,36-45,36,0.75,1
33,0.16,1,18,0.6,1,1,36-45,11,0.08,0
350,0.18,1,1,0.29,1,3,36-45,38,0.87,0
133,0.17,0,22,0.12,1,0,36-45,2,0.06,0
131,0.09,0,13,0.08,1,1,18-25,3,0.27,0
172,0.13,0,11,0.14,0,0,26-35,19,0.07,0
60,0.08,0,21,0.15,1,3,46-55,3,0.11,0
243,0.52,0,16,0.44,4,4,18-25,77,0.58,1
2129,0.52,1,10,0.31,7,20,55-65,12,0.84,1
188,0.72,1,4,0.54,5,9,18-25,65,0.39,1
244,0.67,1,17,0.44,9,9,26-35,31,0.52,1
36,0.16,0,0,0.29,1,2,65+,10,0.18,0
507,0.25,0,18,0.27,0,1,36-45,1,0.22,0
32,0.07,0,16,0.24,0,1,18-25,1,0.12,0
13,0.26,0,2,0.25,0,0,46-55,15,0.63,0
113,0.42,0,13,0.12,1,0,26-35,20,0.33,0
53,0.96,0,11,0.71,0,15,18-25,3,0.53,1
60,0.64,0,8,0.88,4,5,55-65,46,0.27,1
5,0.19,0,18,0.08,1,0,36-45,5,0.45,0
1379,0.7,0,4,0.61,8,6,36-45,48,0.6,1
69,0.29,0,0,0.39,0,1,36-45,15,0.16,0
138,0.81,0,13,0.59,4,2,18-25,1,0.27,1
536,0.23,1,10,0.69,8,8,65+,163,0.52,1
4773,0.28,1,8,0.29,2,12,46-55,49,0.7,1
54,0.54,0,10,0.19,1,0,55-65,4,0.31,0
24,0.27,0,3,0.35,0,3,65+,3,0.26,0
31,0.32,0,11,0.33,0,0,26-35,1,0.21,0
129,0.17,0,19,0.18,0,2,18-25,9,0.07,0
533,0.19,0,19,0.37,1,0,18-25,1,0.39,0
40,0.57,0,19,0.1,0,2,36-45,1,0.68,0
26,0.56,1,11,0.27,0,2,65+,1,0.02,0
344,0.32,0,8,0.35,0,0,36-45,8,0.61,0
89,0.67,1,13,0.84,7,8,46-55,127,0.74,1
719,0.64,0,10,0.76,5,13,55-65,117,0.59,1
58,0.09,0,12,0.28,0,1,26-35,2,0.31,0
1402,0.78,1,9,0.59,3,6,26-35,107,0.5,1
464,0.21,0,12,0.54,0,1,36-45,3,0.28,0
486,0.46,0,8,0.49,7,10,55-65,16,0.76,1
25,0.19,0,22,0.16,0,1,46-55,24,0.23,0
69,0.44,0,22,0.08,0,2,18-25,4,0.39,0
34,0.28,0,12,0.49,0,0,55-65,10,0.55,0
328,0.17,0,6,0.17,0,3,55-65,10,0.1,0
26,0.05,0,15,0.22,1,2,36-45,11,0.18,0
612,0.38,0,17,0.29,2,0,36-45,1,0.32,0
205,0.06,0,9,0.43,3,0,46-55,2,0.19,0
396,0.54,1,5,0.9,6,6,26-35,120,0.48,1
44,0.26,0,9,0.54,0,0,65+,3,0.32,0
974,0.81,0,14,0.69,10,5,18-25,38,0.64,1
1710,0.77,1,9,0.59,7,10,36-45,79,0.75,1
1139,0.63,1,7,0.4,5,11,36-45,38,0.49,1
40,0.5,0,9,0.62,1,2,26-35,2,0.35,0
125,0.33,0,12,0.42,0,2,26-35,4,0.12,0
73,0.39,0,13,0.67,8,8,65+,281,0.63,1
824,0.25,0,9,0.22,0,1,36-45,1,0.47,0
370,0.21,1,21,0.45,2,0,18-25,3,0.2,0
8,0.54,0,10,0.29,0,0,46-55,22,0.22,0
281,0.09,0,5,0.16,1,0,18-25,28,0.22,0
62,0.07,1,13,0.61,0,0,65+,12,0.16,0
2818,0.44,0,18,0.2,0,1,36-45,15,0.51,0
7,0.12,0,5,0.18,1,2,55-65,7,0.42,0
27,0.37,0,14,0.39,0,2,36-45,10,0.34,0
250,0.54,0,20,0.21,1,2,65+,4,0.33,0
10,0.11,0,21,0.52,2,3,18-25,5,0.29,0
18,0.14,0,9,0.12,1,3,46-55,5,0.28,0
622,0.63,0,11,0.81,8,6,65+,116,0.33,1
152,0.76,1,7,0.89,8,4,55-65,21,0.58,1
195,0.13,1,13,0.12,2,0,65+,5,0.22,0
32,0.44,0,11,0.08,0,2,46-55,6,0.08,0
115,0.19,0,10,0.24,0,1,36-45,26,0.35,0
1141,0.77,0,9,0.54,7,5,55-65,320,0.59,1
176,0.61,1,10,0.6,9,11,65+,25,0.22,1
102,0.26,0,3,0.41,0,3,36-45,5,0.34,0
203,0.25,0,8,0.22,2,0,36-45,7,0.36,0
423,0.54,1,23,0.82,4,14,65+,88,0.85,1
292,0.06,0,16,0.23,11,10,46-55,1,0.43,0
84,0.19,0,13,0.21,0,2,65+,3,0.14,0
35,0.54,1,14,0.21,0,2,65+,10,0.18,0
60,0.66,0,3,0.41,1,1,36-45,12,0.35,0
2815,0.26,0,10,0.02,8,9,46-55,60,0.29,0
388,0.44,1,10,0.56,4,7,55-65,74,0.51,1
60,0.59,0,17,0.45,4,3,18-25,53,0.55,1
148,0.18,0,9,0.03,1,1,36-45,1,0.2,0
12,0.34,0,23,0.21,1,1,65+,3,0.16,0
178,0.14,0,18,0.23,1,0,46-55,1,0.31,0
205,0.41,0,20,0.22,0,1,18-25,5,0.43,0
29,0.18,0,8,0.16,0,2,18-25,7,0.12,0
207,0.36,0,1,0.23,0,3,36-45,1,0.25,0
256,0.15,0,3,0.21,0,2,18-25,2,0.11,0
90,0.19,1,8,0.08,0,1,55-65,14,0.25,0
359,0.22,0,18,0.36,1,1,26-35,2,0.62,0
59,0.15,0,10,0.46,0,1,65+,5,0.31,0
796,0.41,0,10,0.27,0,2,26-35,13,0.35,0
558,0.89,0,4,0.67,7,9,65+,9,0.74,1
174,0.46,0,13,0.18,0,0,55-65,16,0.18,0
189,0.19,0,6,0.31,0,2,26-35,4,0.25,0
114,0.11,0,2,0.25,0,1,26-35,2,0.16,0
220,0.17,1,23,0.32,0,0,36-45,4,0.15,0
3144,0.52,1,23,0.69,4,4,36-45,96,0.42,1
34,0.32,0,17,0.29,1,3,55-65,16,0.28,0
104,0.74,0,0,0.71,5,3,36-45,24,0.9,1
27,0.03,0,5,0.58,0,1,46-55,8,0.44,0
95,0.16,1,23,0.23,1,2,55-65,7,0.24,0
1318,0.8,1,13,0.6,13,12,55-65,405,0.62,1
179,0.16,0,14,0.26,3,2,26-35,1,0.24,0
141,0.79,0,10,0.64,2,8,26-35,469,0.42,1
52,0.38,0,5,0.27,0,0,26-35,2,0.16,0
613,0.34,0,23,0.31,1,1,46-55,4,0.21,0
211,0.33,0,14,0.32,1,0,26-35,6,0.55,0
13,0.17,0,21,0.45,0,1,65+,22,0.44,0
34,0.77,0,23,0.13,1,2,46-55,1,0.31,0
28,0.06,0,18,0.2,1,1,36-45,16,0.23,0
293,0.92,0,23,0.58,9,3,26-35,65,0.81,1
1056,0.54,0,11,0.55,4,7,46-55,112,0.51,1
195,0.7,1,15,0.28,8,6,36-45,144,0.8,1
88,0.15,0,7,0.04,1,3,65+,4,0.29,0
91,0.15,0,18,0.34,0,1,36-45,2,0.09,0
566,0.18,0,15,0.21,1,2,36-45,3,0.1,0
529,0.75,1,8,0.42,6,7,65+,31,0.7,1
685,0.15,0,4,0.29,0,1,46-55,34,0.64,0
786,0.55,1,13,0.65,6,7,55-65,13,0.53,1
347,0.17,0,11,0.24,1,0,46-55,7,0.36,0
1770,0.42,1,20,0.45,7,5,55-65,48,0.43,1
1046,0.15,1,9,0.3,3,2,65+,5,0.74,0
433,0.47,1,11,0.24,7,5,36-45,52,0.45,1
247,0.06,0,7,0.4,0,2,36-45,4,0.06,0
1998,0.11,0,22,0.09,0,0,65+,1,0.11,0
167,0.21,0,20,0.1,0,1,46-55,10,0.48,0
109,0.11,0,23,0.22,2,3,26-35,3,0.14,0
56,0.17,0,8,0.44,2,1,36-45,13,0.72,0
63,0.34,0,7,0.1,2,2,18-25,4,0.33,0
123,0.45,0,2,0.7,11,5,46-55,9,0.35,1
262,0.33,1,9,0.69,1,3,36-45,3,0.18,0
69,0.14,0,10,0.45,1,3,18-25,4,0.28,0
208,0.52,1,7,0.18,2,2,36-45,23,0.48,0
143,0.59,0,0,0.49,0,0,36-45,2,0.01,0
127,0.22,0,3,0.07,0,0,18-25,4,0.2,0
113,0.35,0,13,0.22,0,1,36-45,12,0.55,0
3299,0.95,0,13,0.65,8,8,55-65,69,0.33,1
633,0.72,1,15,0.31,5,8,46-55,31,0.59,1
54,0.46,1,17,0.17,0,0,26-35,7,0.28,0
71,0.23,0,0,0.42,1,1,36-45,1,0.45,0
559,0.48,1,4,0.78,10,7,55-65,136,0.71,1
927,0.58,0,12,0.75,4,11,65+,21,0.47,1
53,0.02,0,11,0.57,1,2,46-55,3,0.06,0
1591,0.91,0,12,0.41,5,18,55-65,33,0.66,1
78,0.21,0,7,0.13,0,0,36-45,6,0.16,0
31,0.17,0,8,0.19,0,1,46-55,8,0.48,0
228,0.09,0,7,0.16,0,4,18-25,9,0.17,0
100,0.31,0,2,0.7,2,14,46-55,4,0.48,1
560,0.73,0,16,0.76,4,10,26-35,106,0.38,1
49,0.19,0,2,0.14,1,1,46-55,3,0.46,0
644,0.62,1,13,0.54,6,8,55-65,30,0.57,1
832,0.67,1,6,0.68,8,6,55-65,77,0.42,1
104,0.16,0,1,0.72,1,0,36-45,5,0.37,0
183,0.31,1,20,0.52,1,1,55-65,6,0.42,0
97,0.21,1,15,0.6,1,1,36-45,1,0.08,0
72,0.24,0,11,0.3,0,1,55-65,4,0.15,0
336,0.42,0,20,0.35,1,0,26-35,5,0.08,0
10,0.06,0,18,0.46,1,2,26-35,4,0.15,0
34,0.59,1,13,0.04,1,1,26-35,3,0.13,0
1681,0.59,1,19,0.84,9,11,65+,64,0.51,1
1515,0.71,1,8,0.63,3,4,65+,19,0.56,1
49,0.17,0,18,0.12,0,0,26-35,23,0.35,0
40,0.22,0,3,0.03,0,1,18-25,5,0.04,0
189,0.05,0,1,0.11,2,1,18-25,1,0.33,0
100,0.3,0,6,0.14,0,0,55-65,11,0.53,0
19,0.46,0,1,0.12,0,3,26-35,12,0.37,0
1024,0.45,0,10,0.79,6,6,46-55,297,0.65,1
184,0.15,0,0,0.24,1,1,36-45,4,0.18,0
24,0.11,0,4,0.19,0,0,36-45,1,0.5,0
650,0.92,0,9,0.86,6,8,55-65,49,0.62,1
35,0.16,0,20,0.51,0,1,18-25,8,0.27,0
27,0.22,0,14,0.17,0,0,36-45,3,0.26,0
54,0.25,0,8,0.06,0,0,18-25,2,0.24,0
48,0.37,0,3,0.17,2,1,36-45,4,0.56,0
110,0.36,0,22,0.07,1,1,18-25,3,0.61,0
194,0.1,0,16,0.17,0,1,46-55,2,0.56,0
161,0.05,0,10,0.04,0,0,36-45,2,0.4,0
44,0.31,0,2,0.61,2,0,36-45,3,0.14,0
181,0.24,0,22,0.18,1,1,18-25,7,0.1,1
21,0.38,0,17,0.36,1,2,26-35,10,0.46,0
675,0.54,1,8,0.85,5,10,55-65,105,0.61,1
1043,0.71,1,8,0.76,7,9,65+,33,0.55,1
85,0.17,1,4,0.49,2,2,26-35,11,0.15,0
2009,0.65,0,11,0.5,6,9,46-55,27,0.58,1
46,0.28,0,10,0.35,3,0,26-35,19,0.49,0
154,0.16,1,9,0.19,1,4,26-35,1,0.13,0
32,0.09,0,23,0.21,1,0,36-45,2,0.56,0
148,0.09,0,19,0.31,1,0,46-55,12,0.14,0
343,0.15,0,0,0.67,0,5,55-65,50,0.46,1
146,0.22,0,18,0.38,2,2,55-65,12,0.23,0
525,0.83,1,12,0.83,5,12,46-55,139,0.66,1
657,0.32,1,7,0.51,0,8,46-55,1,0.59,0
121,0.32,0,15,0.02,0,1,36-45,13,0.23,1
418,0.3,0,19,0.7,0,1,26-35,3,0.18,0
43,0.17,0,12,0.08,3,2,65+,11,0.07,0
18,0.09,0,9,0.39,2,1,18-25,7,0.29,0
32,0.16,0,13,0.12,0,2,26-35,10,0.14,0
1811,0.79,0,13,0.82,3,7,46-55,121,0.7,1
7,0.2,0,6,0.18,1,0,46-55,14,0.38,0
107,0.3,0,0,0.19,3,1,36-45,3,0.06,0
113,0.07,0,17,0.34,1,1,26-35,15,0.38,0
897,0.67,1,18,0.66,8,6,65+,10,0.46,1
124,0.53,1,10,0.67,8,8,65+,94,0.61,1
439,0.39,1,15,0.69,4,6,65+,59,0.89,1
212,0.27,0,0,0.45,1,4,46-55,4,0.02,0
103,0.1,0,19,0.19,0,1,55-65,1,0.48,0
186,0.64,0,17,0.67,0,3,55-65,8,0.42,0
326,0.23,0,16,0.31,0,0,46-55,1,0.09,0
350,0.65,1,11,0.48,3,16,55-65,51,0.27,1
